[704, -498, 438, 735, -784, -404, 912, -748, -231, 70, 109, 931, -558, 519, 259, -498, -987, -49, 415, -668, -805, 139, 583, -21, 872, 401, 125, -265, -13, 149, -984, -240, -714, 990, 771, 350, 224, 362, 78, -21, -901, 741, 555, -194, -348, 665, 953, 262, -109, -105]
[-987, -984, -901, -805, -784, -748, -714, -668, -558, -498, -498, -404, -348, -265, -240, -231, -194, -109, -105, -49, -21, -21, -13, 70, 78, 109, 125, 139, 149, 224, 259, 262, 350, 362, 401, 415, 438, 519, 555, 583, 665, 704, 735, 741, 771, 872, 912, 931, 953, 990]
[-444, -155, -563, 675, -475, -991, -497, 134, -119, 692, -449, 568, -509, -957, 73, 490, -556, 450, 675, -40, -426, 25, 614, -202, -158, -618, -273, -4, -995, -285, -41, -368, -525, 905, 768, 937, 625, 369, -426, 146, 581, 242, -180, -982, -597, 745, 276, -231, -181, 283]
[-995, -991, -982, -957, -618, -597, -563, -556, -525, -509, -497, -475, -449, -444, -426, -426, -368, -285, -273, -231, -202, -181, -180, -158, -155, -119, -41, -40, -4, 25, 73, 134, 146, 242, 276, 283, 369, 450, 490, 568, 581, 614, 625, 675, 675, 692, 745, 768, 905, 937]
[-703, -128, 966, -468, 646, -609, 780, 123, -266, 137, 483, -379, -871, 965, 557, 951, -234, -629, -819, -41, 217, -648, -400, -289, -535, -28, 951, 457, 767, -723, 489, 514, 270, 270, -778, -457, 372, -872, 227, -538, 820, 988, -245, 465, -114, 708, 18, -767, -423, 195]
[-872, -871, -819, -778, -767, -723, -703, -648, -629, -609, -538, -535, -468, -457, -423, -400, -379, -289, -266, -245, -234, -128, -114, -41, -28, 18, 123, 137, 195, 217, 227, 270, 270, 372, 457, 465, 483, 489, 514, 557, 646, 708, 767, 780, 820, 951, 951, 965, 966, 988]
[75, -603, 958, 110, -286, -710, -308, -211, 190, -574, 69, -274, 484, 827, 98, 356, 967, 113, 880, 630, 933, 753, -510, 490, 80, -746, -336, 443, 851, -195, -736, -52, 474, 90, -831, -702, 787, 539, -374, -510, 668, 377, 367, 784, -785, -779, 262, 1, 8, 454]
[-831, -785, -779, -746, -736, -710, -702, -603, -574, -510, -510, -374, -336, -308, -286, -274, -211, -195, -52, 1, 8, 69, 75, 80, 90, 98, 110, 113, 190, 262, 356, 367, 377, 443, 454, 474, 484, 490, 539, 630, 668, 753, 784, 787, 827, 851, 880, 933, 958, 967]
[-869, -253, 885, 140, -616, 863, 548, 532, -688, -307, -345, -33, 196, 906, -986, -77, 191, 218, 850, 680, 220, -237, 514, 849, 527, 137, 941, -933, -273, -427, 710, 830, 119, 935, 787, -987, -670, 725, 735, 557, 983, -819, -286, -213, -152, -359, -499, -954, -78, -6]
[-987, -986, -954, -933, -869, -819, -688, -670, -616, -499, -427, -359, -345, -307, -286, -273, -253, -237, -213, -152, -78, -77, -33, -6, 119, 137, 140, 191, 196, 218, 220, 514, 527, 532, 548, 557, 680, 710, 725, 735, 787, 830, 849, 850, 863, 885, 906, 935, 941, 983]
