[746, 888, -945, 735, -966, 302, -81, 867, 262, 940, 12, 306, -863, 614, -50, 437, -174, -837, -459, 476, 270, 620, -296, 111, -671, -303, -207, -562, -657, 706, -950, -462, -643, 7, -616, -505, -305, 868, 675, -757, 572, -733, 360, -359, 484, 27, 274, 327, -932, -455]
[-966, -950, -945, -932, -863, -837, -757, -733, -671, -657, -643, -616, -562, -505, -462, -459, -455, -359, -305, -303, -296, -207, -174, -81, -50, 7, 12, 27, 111, 262, 270, 274, 302, 306, 327, 360, 437, 476, 484, 572, 614, 620, 675, 706, 735, 746, 867, 868, 888, 940]
[112, -854, 806, -774, -76, -205, 978, 353, -791, -124, -358, 181, -533, 208, -81, -19, 163, -719, -802, -579, 136, 537, -84, 358, -799, 313, 605, 198, -679, 972, -35, -67, 957, -31, 106, 473, 258, 497, 609, -110, -595, 741, 119, -560, 166, 199, -520, 300, 167, 410]
[-854, -802, -799, -791, -774, -719, -679, -595, -579, -560, -533, -520, -358, -205, -124, -110, -84, -81, -76, -67, -35, -31, -19, 106, 112, 119, 136, 163, 166, 167, 181, 198, 199, 208, 258, 300, 313, 353, 358, 410, 473, 497, 537, 605, 609, 741, 806, 957, 972, 978]
[-537, 165, 722, 939, 704, 495, 840, -441, 668, -762, -206, 3, -384, -379, 159, -953, -526, 395, -281, -521, -683, -390, -415, 936, 208, -289, 89, -967, 393, -846, 760, -50, -475, -341, 499, 325, 790, 161, -939, 984, 908, 526, 903, 822, 741, -992, -42, 145, 838, 320]
[-992, -967, -953, -939, -846, -762, -683, -537, -526, -521, -475, -441, -415, -390, -384, -379, -341, -289, -281, -206, -50, -42, 3, 89, 145, 159, 161, 165, 208, 320, 325, 393, 395, 495, 499, 526, 668, 704, 722, 741, 760, 790, 822, 838, 840, 903, 908, 936, 939, 984]
[923, 824, -230, 903, 876, 374, 296, 738, 809, 83, -260, 198, -867, -113, 309, 859, -918, -548, 149, -716, 244, -321, 664, -299, -321, 354, 243, -603, 503, -947, -503, -952, -405, -34, -89, 38, -376, 187, -281, -619, -347, -618, -569, -747, 239, -468, 31, -989, 911, -902]
[-989, -952, -947, -918, -902, -867, -747, -716, -619, -618, -603, -569, -548, -503, -468, -405, -376, -347, -321, -321, -299, -281, -260, -230, -113, -89, -34, 31, 38, 83, 149, 187, 198, 239, 243, 244, 296, 309, 354, 374, 503, 664, 738, 809, 824, 859, 876, 903, 911, 923]
[718, 830, -910, -121, -748, 368, -800, 567, -446, 582, -735, -912, -232, 358, 665, -293, 975, -523, 260, 644, -811, 576, -624, -632, -195, 286, -302, -33, -323, 944, 330, 43, -967, 212, 990, -974, -570, -363, -187, 272, 195, -876, 257, -811, -533, -750, 352, 843, -466, -803]
[-974, -967, -912, -910, -876, -811, -811, -803, -800, -750, -748, -735, -632, -624, -570, -533, -523, -466, -446, -363, -323, -302, -293, -232, -195, -187, -121, -33, 43, 195, 212, 257, 260, 272, 286, 330, 352, 358, 368, 567, 576, 582, 644, 665, 718, 830, 843, 944, 975, 990]
[918, -219, -723, 288, -995, -947, -268, 698, -515, 317, 449, -567, 995, 945, -15, 104, -7, -885, 266, 510, -957, -324, -127, 696, -813, 769, -112, 603, 602, 654, 532, -405, -261, -427, 260, -605, 450, -945, 200, 903, 74, -397, 420, -189, 388, 55, 355, -658, 722, 444]
[-995, -957, -947, -945, -885, -813, -723, -658, -605, -567, -515, -427, -405, -397, -324, -268, -261, -219, -189, -127, -112, -15, -7, 55, 74, 104, 200, 260, 266, 288, 317, 355, 388, 420, 444, 449, 450, 510, 532, 602, 603, 654, 696, 698, 722, 769, 903, 918, 945, 995]
[-713, -128, 843, 143, 845, -84, -763, -881, -370, -986, 748, -246, 703, -576, -933, -887, 78, 697, -687, -633, -436, -800, -634, 577, -581, -680, 37, -590, -165, -636, 246, -11, -727, -676, -792, 77, 515, 273, -765, 115, 604, -811, 12, -334, -747, 682, 820, 975, -284, 346]
[-986, -933, -887, -881, -811, -800, -792, -765, -763, -747, -727, -713, -687, -680, -676, -636, -634, -633, -590, -581, -576, -436, -370, -334, -284, -246, -165, -128, -84, -11, 12, 37, 77, 78, 115, 143, 246, 273, 346, 515, 577, 604, 682, 697, 703, 748, 820, 843, 845, 975]
[889, 282, -20, 530, -354, -551, 45, 370, -440, -947, 983, 683, 874, 638, 589, -634, -519, 44, -250, 226, -260, 353, 32, -761, 795, 523, 536, 644, -82, 426, -256, -605, -89, 503, 196, 819, 170, -346, -636, -578, -17, 915, 94, 326, 210, 353, -801, -326, 93, 488]
[-947, -801, -761, -636, -634, -605, -578, -551, -519, -440, -354, -346, -326, -260, -256, -250, -89, -82, -20, -17, 32, 44, 45, 93, 94, 170, 196, 210, 226, 282, 326, 353, 353, 370, 426, 488, 503, 523, 530, 536, 589, 638, 644, 683, 795, 819, 874, 889, 915, 983]
[429, 894, -893, 831, -710, 585, 671, 555, -711, 407, 92, -841, 556, 49, 24, 343, 386, -959, -572, 520, -911, -390, 540, 193, -321, 951, -100, -291, -375, -321, -50, 428, -26, 156, 658, -843, -855, -523, -38, 135, -993, -780, -433, -362, 293, 243, 184, -960, -341, -596]
[-993, -960, -959, -911, -893, -855, -843, -841, -780, -711, -710, -596, -572, -523, -433, -390, -375, -362, -341, -321, -321, -291, -100, -50, -38, -26, 24, 49, 92, 135, 156, 184, 193, 243, 293, 343, 386, 407, 428, 429, 520, 540, 555, 556, 585, 658, 671, 831, 894, 951]
[-351, -880, -37, -927, 323, 445, -718, 167, 942, 475, 731, -985, 688, 115, -951, 97, -3, -485, -721, -29, -134, -140, -54, 185, 442, -217, -229, 132, -71, -739, 588, -757, -803, -559, -560, 106, 244, -458, -620, 123, -923, -358, 809, 159, 268, -855, 864, -247, -736, -944]
